red_mean,contrast,hotspot_ratio,edge_density,asymmetry,color_variance,diameter_proxy,mask_irregularity,texture_variation,laplacian_var,hsv_mean,hsv_std,red_hist_0,red_hist_1,red_hist_2,red_hist_3,risk_score,image_id,true_label
0.8421276807785034,0.24142853915691376,0.5803571428571429,0.009088010204081632,0.38397658430331494,0.13892560369021417,1.0,0.2901441845040527,0.24142853915691376,65.5584945678711,0.8421276323029212,0.10927992621518907,0.0,0.027403539046645164,0.11557318270206451,0.857023298740387,0.6807326265035312,ISIC_0024306,0
0.8486573696136475,0.14334775507450104,0.5422512755102041,0.009347098214285714,0.4836966648034283,0.0774828564070551,1.0,0.4559241051885549,0.14334775507450104,66.89363861083984,0.8486573535664266,0.047329533181259126,0.0,0.0,0.05534518510103226,0.9446548223495483,0.7228652740875102,ISIC_0024307,0
0.8294349312782288,0.38692644238471985,0.21727519132653061,0.07754703443877552,0.3804700788619143,0.21754980531817508,1.0,0.3021386278252219,0.38692644238471985,153.24871826171875,0.8294348989595839,0.1613086576284044,0.0,0.05805564299225807,0.20637357234954834,0.7355707883834839,0.6696672417476753,ISIC_0024308,0
0.7587157487869263,0.1789320707321167,0.8184590242346939,0.00412547831632653,0.5296871342747913,0.09522932429998222,1.0,0.34628090809327144,0.1789320707321167,36.5607795715332,0.7587157519257702,0.07166418431360438,0.0,0.0018335459753870964,0.29195234179496765,0.7062141299247742,0.7105713488099787,ISIC_0024309,0
0.788727879524231,0.24371717870235443,0.33278858418367346,0.06845902423469388,0.47304448053649084,0.1728057213292729,1.0,1.0,0.24371717870235443,184.49208068847656,0.788734400010004,0.11323570721637535,3.98596930608619e-05,0.04334741830825806,0.1469029039144516,0.8097098469734192,0.8597091507624229,ISIC_0024310,1
0.8962944746017456,0.2199946641921997,0.31014827806122447,0.01110092474489796,0.4482758620689655,0.12977000587214857,1.0,0.2967143850939655,0.2199946641921997,62.196163177490234,0.8962944552821128,0.06839307713854084,0.0,0.0,0.04508131369948387,0.9549186825752258,0.691920821067516,ISIC_0024311,0
0.7577269673347473,0.12908044457435608,0.056142378826530615,0.014568718112244899,0.5129965117587487,0.06075592434465596,0.8124734268707483,0.7106141414100904,0.12908044457435608,81.81243896484375,0.7609558667216887,0.046922925162462194,0.0,0.0016342474846169353,0.3373525142669678,0.6610132455825806,0.6102309614630728,ISIC_0024312,0
0.8525349497795105,0.24546165764331818,0.02752311862244898,0.015326052295918368,0.405715743812197,0.18657841247769233,0.772862856079932,0.35591182856506914,0.24546165764331818,104.56123352050781,0.8525492228141257,0.08312721438617213,0.0005181760061532259,0.013671875,0.040656886994838715,0.9451530575752258,0.49404371560482463,ISIC_0024313,1
0.7332463264465332,0.1460464745759964,0.02196269132653061,0.032704878826530615,0.06598984771573602,0.13072907343181406,0.4334741709183674,0.2915756285617129,0.1460464745759964,101.01988983154297,0.7582420468187275,0.061963891123429427,5.9789541410282254e-05,0.012216996401548386,0.5714485049247742,0.4162747263908386,0.2204375260689762,ISIC_0024314,0
0.6254740357398987,0.21709148585796356,0.002331792091836735,0.013651945153061224,0.7154262902765897,0.09080517467303,0.19265518707482993,0.7486196400969424,0.21709148585796356,89.40283966064453,0.6305737920168067,0.10174670051912861,0.008131377398967743,0.08436304330825806,0.9067283272743225,0.0007772640092298388,0.43949521683225007,ISIC_0024315,1
0.8438270688056946,0.1892731934785843,0.7451969068877551,0.003248565051020408,0.09528778661675245,0.0911263372393198,1.0,0.3316826244711847,0.1892731934785843,72.19326782226562,0.8438270620748299,0.05502916207871199,0.0,0.0,0.06610730290412903,0.9338927268981934,0.6283472464225401,ISIC_0024316,0
0.7398563027381897,0.3820118308067322,0.11391900510204081,0.018973214285714284,0.04526281982657104,0.13030892476538725,1.0,0.2448916951191988,0.3820118308067322,77.65327453613281,0.7438539478291317,0.12973045367906444,0.0,0.07627152651548386,0.2970942258834839,0.6266342401504517,0.4883339899378798,ISIC_0024317,0
